abilities,name,pokedex_number,japanese_name,type1,type2,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,percentage_male,base_egg_steps,base_happiness,weight_kg,capture_rate,classfication,experience_growth,height_m,base_total,hp,attack,defense,sp_attack,sp_defense,speed,generation,is_legendary,stage
['Victory Star'],Victini,494,Victiniビクティニ,psychic,fire,1,2,1,1,0.5,0.5,0.5,1,2,0.5,2,0.5,1,1,0.5,2,0.5,2,,30720,100,4,3,Victory Pokémon,1250000,0.4,600,100,100,100,100,100,100,5,1,0
"['Overgrow', 'Contrary']",Snivy,495,Tsutarjaツタージャ,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,88.1,5120,70,8.1,45,Grass Snake Pokémon,1059860,0.6,308,45,45,55,45,55,63,5,0,0
"['Overgrow', 'Contrary']",Servine,496,Janovyジャノビー,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,88.1,5120,70,16,45,Grass Snake Pokémon,1059860,0.8,413,60,60,75,60,75,83,5,0,1
"['Overgrow', 'Contrary']",Serperior,497,Jalordaジャローダ,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,88.1,5120,70,63,45,Regal Pokémon,1059860,3.3,528,75,75,95,75,95,113,5,0,2
"['Blaze', 'Thick Fat']",Tepig,498,Pokabuポカブ,fire,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,88.1,5120,70,9.9,45,Fire Pig Pokémon,1059860,0.5,308,65,63,45,45,45,45,5,0,0
"['Blaze', 'Thick Fat']",Pignite,499,Chaobooチャオブー,fire,fighting,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,88.1,5120,70,55.5,45,Fire Pig Pokémon,1059860,1,418,90,93,55,70,55,55,5,0,1
"['Blaze', 'Reckless']",Emboar,500,Enbuohエンブオー,fire,fighting,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,88.1,5120,70,150,45,Mega Fire Pig Pokémon,1059860,1.6,528,110,123,65,100,65,65,5,0,2
"['Torrent', 'Shell Armor']",Oshawott,501,Mijumaruミジュマル,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,88.1,5120,70,5.9,45,Sea Otter Pokémon,1059860,0.5,308,55,55,45,63,45,45,5,0,0
"['Torrent', 'Shell Armor']",Dewott,502,Futachimaruフタチマル,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,88.1,5120,70,24.5,45,Discipline Pokémon,1059860,0.8,413,75,75,60,83,60,60,5,0,1
"['Torrent', 'Shell Armor']",Samurott,503,Daikenkiダイケンキ,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,88.1,5120,70,94.6,45,Formidable Pokémon,1059860,1.5,528,95,100,85,108,70,70,5,0,2
"['Run Away', 'Keen Eye', 'Analytic']",Patrat,504,Minezumiミネズミ,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,3840,70,11.6,255,Scout Pokémon,1000000,0.5,255,45,55,39,35,39,42,5,0,0
"['Illuminate', 'Keen Eye', 'Analytic']",Watchog,505,Miruhogミルホッグ,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,5120,70,27,255,Lookout Pokémon,1000000,1.1,420,60,85,69,60,69,77,5,0,1
"['Vital Spirit', 'Pickup', 'Run Away']",Lillipup,506,Yorterrieヨーテリー,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,3840,70,4.1,255,Puppy Pokémon,1059860,0.4,275,45,60,45,25,45,55,5,0,0
"['Intimidate', 'Sand Rush', 'Scrappy']",Herdier,507,Herderrieハーデリア,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,3840,70,14.7,120,Loyal Dog Pokémon,1059860,0.9,370,65,80,65,35,65,60,5,0,1
"['Intimidate', 'Sand Rush', 'Scrappy']",Stoutland,508,Moolandムーランド,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,3840,70,61,45,Big-Hearted Pokémon,1059860,1.2,500,85,110,90,45,90,80,5,0,2
"['Limber', 'Unburden', 'Prankster']",Purrloin,509,Choronekoチョロネコ,dark,,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,50,5120,70,10.1,255,Devious Pokémon,1000000,0.4,281,41,50,37,50,37,66,5,0,0
"['Limber', 'Unburden', 'Prankster']",Liepard,510,Lepardasレパルダス,dark,,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,50,5120,70,37.5,90,Cruel Pokémon,1000000,1.1,446,64,88,50,88,50,106,5,0,1
"['Gluttony', 'Overgrow']",Pansage,511,Yanappuヤナップ,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,88.1,5120,70,10.5,190,Grass Monkey Pokémon,1000000,0.6,316,50,53,48,53,48,64,5,0,0
"['Gluttony', 'Overgrow']",Simisage,512,Yanakkieヤナッキー,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,88.1,5120,70,30.5,75,Thorn Monkey Pokémon,1000000,1.1,498,75,98,63,98,63,101,5,0,1
"['Gluttony', 'Blaze']",Pansear,513,Baoppuバオップ,fire,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,88.1,5120,70,11,190,High Temp Pokémon,1000000,0.6,316,50,53,48,53,48,64,5,0,0
"['Gluttony', 'Blaze']",Simisear,514,Baokkieバオッキー,fire,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,88.1,5120,70,28,75,Ember Pokémon,1000000,1,498,75,98,63,98,63,101,5,0,1
"['Gluttony', 'Torrent']",Panpour,515,Hiyappuヒヤップ,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,88.1,5120,70,13.5,190,Spray Pokémon,1000000,0.6,316,50,53,48,53,48,64,5,0,0
"['Gluttony', 'Torrent']",Simipour,516,Hiyakkieヒヤッキー,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,88.1,5120,70,29,75,Geyser Pokémon,1000000,1,498,75,98,63,98,63,101,5,0,1
"['Forewarn', 'Synchronize', 'Telepathy']",Munna,517,Munnaムンナ,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,50,2560,70,23.3,190,Dream Eater Pokémon,800000,0.6,292,76,25,45,67,55,24,5,0,0
"['Forewarn', 'Synchronize', 'Telepathy']",Musharna,518,Musharnaムシャーナ,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,50,2560,70,60.5,75,Drowsing Pokémon,800000,1.1,487,116,55,85,107,95,29,5,0,1
"['Big Pecks', 'Super Luck', 'Rivalry']",Pidove,519,Mamepatoマメパト,normal,flying,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,50,3840,70,2.1,255,Tiny Pigeon Pokémon,1059860,0.3,264,50,55,50,36,30,43,5,0,0
"['Big Pecks', 'Super Luck', 'Rivalry']",Tranquill,520,Hatobohハトーボー,normal,flying,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,50,3840,70,15,120,Wild Pigeon Pokémon,1059860,0.6,358,62,77,62,50,42,65,5,0,1
"['Big Pecks', 'Super Luck', 'Rivalry']",Unfezant,521,Kenhallowケンホロウ,normal,flying,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,50,3840,70,29,45,Proud Pokémon,1059860,1.2,488,80,115,80,65,55,93,5,0,2
"['Lightningrod', 'Motor Drive', 'Sap Sipper']",Blitzle,522,Shimamaシママ,electric,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,50,5120,70,29.8,190,Electrified Pokémon,1000000,0.8,295,45,60,32,50,32,76,5,0,0
"['Lightningrod', 'Motor Drive', 'Sap Sipper']",Zebstrika,523,Zebraikaゼブライカ,electric,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,50,5120,70,79.5,75,Thunderbolt Pokémon,1000000,1.6,497,75,100,63,80,63,116,5,0,1
"['Sturdy', 'Weak Armor', 'Sand Force']",Roggenrola,524,Dangoroダンゴロ,rock,,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,50,3840,70,18,255,Mantle Pokémon,1059860,0.4,280,55,75,85,25,25,15,5,0,0
"['Sturdy', 'Weak Armor', 'Sand Force']",Boldore,525,Gantleガントル,rock,,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,50,3840,70,102,120,Ore Pokémon,1059860,0.9,390,70,105,105,50,40,20,5,0,1
"['Sturdy', 'Sand Stream', 'Sand Force']",Gigalith,526,Gigaiathギガイアス,rock,,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,50,3840,70,260,45,Compressed Pokémon,1059860,1.7,515,85,135,130,60,80,25,5,0,2
"['Unaware', 'Klutz', 'Simple']",Woobat,527,Koromoriコロモリ,psychic,flying,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,50,3840,70,2.1,190,Bat Pokémon,1000000,0.4,323,65,45,43,55,43,72,5,0,0
"['Unaware', 'Klutz', 'Simple']",Swoobat,528,Kokoromoriココロモリ,psychic,flying,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,50,3840,70,10.5,45,Courting Pokémon,1000000,0.9,425,67,57,55,77,55,114,5,0,1
"['Sand Rush', 'Sand Force', 'Mold Breaker']",Drilbur,529,Mogurewモグリュー,ground,,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,50,5120,70,8.5,120,Mole Pokémon,1000000,0.3,328,60,85,40,30,45,68,5,0,0
"['Sand Rush', 'Sand Force', 'Mold Breaker']",Excadrill,530,Doryuzuドリュウズ,ground,steel,0.5,1,0.5,0,0.5,2,2,0.5,1,1,2,1,0.5,0,0.5,0.25,0.5,2,50,5120,70,40.4,60,Subterrene Pokémon,1000000,0.7,508,110,135,60,50,65,88,5,0,1
"['Healer', 'Regenerator', 'Klutz']",Audino,531,Tabunneタブンネ,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,5120,70,31,255,Hearing Pokémon,800000,1.1,545,103,60,126,80,126,50,5,0,0
"['Guts', 'Sheer Force', 'Iron Fist']",Timburr,532,Dokkorerドッコラー,fighting,,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,75.4,5120,70,12.5,180,Muscular Pokémon,1059860,0.6,305,75,80,55,25,35,35,5,0,0
"['Guts', 'Sheer Force', 'Iron Fist']",Gurdurr,533,Dotekkotsuドテッコツ,fighting,,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,75.4,5120,70,40,90,Muscular Pokémon,1059860,1.2,405,85,105,85,40,50,40,5,0,1
"['Guts', 'Sheer Force', 'Iron Fist']",Conkeldurr,534,Roubushinローブシン,fighting,,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,75.4,5120,70,87,45,Muscular Pokémon,1059860,1.4,505,105,140,95,55,65,45,5,0,2
"['Swift Swim', 'Hydration', 'Water Absorb']",Tympole,535,Otamaroオタマロ,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,5120,70,4.5,255,Tadpole Pokémon,1059860,0.5,294,50,50,40,50,40,64,5,0,0
"['Swift Swim', 'Hydration', 'Water Absorb']",Palpitoad,536,Gamagaruガマガル,water,ground,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,50,5120,70,17,120,Vibration Pokémon,1059860,0.8,384,75,65,55,65,55,69,5,0,1
"['Swift Swim', 'Poison Touch', 'Water Absorb']",Seismitoad,537,Gamagerogeガマゲロゲ,water,ground,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,50,5120,70,62,45,Vibration Pokémon,1059860,1.5,509,105,95,75,85,75,74,5,0,2
"['Guts', 'Inner Focus', 'Mold Breaker']",Throh,538,Nagekiナゲキ,fighting,,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,100,5120,70,55.5,45,Judo Pokémon,1000000,1.3,465,120,100,85,30,85,45,5,0,0
"['Sturdy', 'Inner Focus', 'Mold Breaker']",Sawk,539,Dagekiダゲキ,fighting,,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,100,5120,70,51,45,Karate Pokémon,1000000,1.4,465,75,125,75,30,75,85,5,0,0
"['Swarm', 'Chlorophyll', 'Overcoat']",Sewaddle,540,Kurumiruクルミル,bug,grass,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,50,3840,70,2.5,255,Sewing Pokémon,1059860,0.3,310,45,53,70,40,60,42,5,0,0
"['Leaf Guard', 'Chlorophyll', 'Overcoat']",Swadloon,541,Kurumayuクルマユ,bug,grass,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,50,3840,70,7.3,120,Leaf-Wrapped Pokémon,1059860,0.5,380,55,63,90,50,80,42,5,0,1
"['Swarm', 'Chlorophyll', 'Overcoat']",Leavanny,542,Hahakomoriハハコモリ,bug,grass,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,50,3840,70,20.5,45,Nurturing Pokémon,1059860,1.2,500,75,103,80,70,80,92,5,0,2
"['Poison Point', 'Swarm', 'Speed Boost']",Venipede,543,Fushideフシデ,bug,poison,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,50,3840,70,5.3,255,Centipede Pokémon,1059860,0.4,260,30,45,59,30,39,57,5,0,0
"['Poison Point', 'Swarm', 'Speed Boost']",Whirlipede,544,Wheegaホイーガ,bug,poison,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,50,3840,70,58.5,120,Curlipede Pokémon,1059860,1.2,360,40,55,99,40,79,47,5,0,1
"['Poison Point', 'Swarm', 'Speed Boost']",Scolipede,545,Pendrorペンドラー,bug,poison,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,50,5120,70,200.5,45,Megapede Pokémon,1059860,2.5,485,60,100,89,55,69,112,5,0,2
"['Prankster', 'Infiltrator', 'Chlorophyll']",Cottonee,546,Monmenモンメン,grass,fairy,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,50,5120,70,0.6,190,Cotton Puff Pokémon,1000000,0.3,280,40,27,60,37,50,66,5,0,0
"['Prankster', 'Infiltrator', 'Chlorophyll']",Whimsicott,547,Elfuunエルフーン,grass,fairy,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,50,5120,70,6.6,75,Windveiled Pokémon,1000000,0.7,480,60,67,85,77,75,116,5,0,1
"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",Petilil,548,Churineチュリネ,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,0,5120,70,6.6,190,Bulb Pokémon,1000000,0.5,280,45,35,50,70,50,30,5,0,0
"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",Lilligant,549,Dredearドレディア,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,0,5120,70,16.3,75,Flowering Pokémon,1000000,1.1,480,70,60,75,110,75,90,5,0,1
"['Reckless', 'Rock Head', 'Adaptability', 'Mold Breaker']",Basculin,550,Bassraoバスラオ,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,10240,70,18,25,Hostile Pokémon,1000000,1,460,70,92,65,80,55,98,5,0,0
"['Intimidate', 'Moxie', 'Anger Point']",Sandile,551,Megurocoメグロコ,ground,dark,2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,50,5120,70,15.2,180,Desert Croc Pokémon,1059860,0.7,292,50,72,35,35,35,65,5,0,0
"['Intimidate', 'Moxie', 'Anger Point']",Krokorok,552,Waruvileワルビル,ground,dark,2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,50,5120,70,33.4,90,Desert Croc Pokémon,1059860,1,351,60,82,45,45,45,74,5,0,1
"['Intimidate', 'Moxie', 'Anger Point']",Krookodile,553,Waruvialワルビアル,ground,dark,2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,50,5120,70,96.3,45,Intimidation Pokémon,1059860,1.5,519,95,117,80,65,70,92,5,0,2
"['Hustle', 'Inner Focus']",Darumaka,554,Darumakkaダルマッカ,fire,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,50,5120,70,37.5,120,Zen Charm Pokémon,1059860,0.6,315,70,90,45,15,45,50,5,0,0
"['Sheer Force', 'Zen Mode']",Darmanitan,555,Hihidarumaヒヒダルマ,fire,fire,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,50,5120,70,92.9,60,Blazing Pokémon,1059860,1.3,540,105,30,105,140,105,55,5,0,1
"['Water Absorb', 'Chlorophyll', 'Storm Drain']",Maractus,556,Maracacchiマラカッチ,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,50,5120,70,28,255,Cactus Pokémon,1000000,1,461,75,86,67,106,67,60,5,0,0
"['Sturdy', 'Shell Armor', 'Weak Armor']",Dwebble,557,Ishizumaiイシズマイ,bug,rock,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,50,5120,70,14.5,190,Rock Inn Pokémon,1000000,0.3,325,50,65,85,35,35,55,5,0,0
"['Sturdy', 'Shell Armor', 'Weak Armor']",Crustle,558,Iwapalaceイワパレス,bug,rock,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,50,5120,70,200,75,Stone Home Pokémon,1000000,1.4,485,70,105,125,65,75,45,5,0,1
"['Shed Skin', 'Moxie', 'Intimidate']",Scraggy,559,Zurugguズルッグ,dark,fighting,1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,50,3840,35,11.8,180,Shedding Pokémon,1000000,0.6,348,50,75,70,35,70,48,5,0,0
"['Shed Skin', 'Moxie', 'Intimidate']",Scrafty,560,Zuruzukinズルズキン,dark,fighting,1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,50,3840,70,30,90,Hoodlum Pokémon,1000000,1.1,488,65,90,115,45,115,58,5,0,1
"['Wonder Skin ', 'Magic Guard', 'Tinted Lens']",Sigilyph,561,Symbolerシンボラー,psychic,flying,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,50,5120,70,14,45,Avianoid Pokémon,1000000,1.4,490,72,58,80,103,80,97,5,0,0
['Mummy'],Yamask,562,Desumasuデスマス,ghost,,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,50,6400,70,1.5,190,Spirit Pokémon,1000000,0.5,303,38,30,85,55,65,30,5,0,0
['Mummy'],Cofagrigus,563,Desukarnデスカーン,ghost,,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,50,6400,70,76.5,90,Coffin Pokémon,1000000,1.7,483,58,50,145,95,105,30,5,0,1
"['Solid Rock', 'Sturdy', 'Swift Swim']",Tirtouga,564,Protogaプロトーガ,water,rock,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,88.1,7680,70,16.5,45,Prototurtle Pokémon,1000000,0.7,355,54,78,103,53,45,22,5,0,0
"['Solid Rock', 'Sturdy', 'Swift Swim']",Carracosta,565,Abagouraアバゴーラ,water,rock,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,88.1,7680,70,81,45,Prototurtle Pokémon,1000000,1.2,495,74,108,133,83,65,32,5,0,1
['Defeatist'],Archen,566,Archenアーケン,rock,flying,0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,88.1,7680,70,9.5,45,First Bird Pokémon,1000000,0.5,401,55,112,45,74,45,70,5,0,0
['Defeatist'],Archeops,567,Archeosアーケオス,rock,flying,0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,88.1,7680,70,32,45,First Bird Pokémon,1000000,1.4,567,75,140,65,112,65,110,5,0,1
"['Stench', 'Sticky Hold', 'Aftermath']",Trubbish,568,Yabukuronヤブクロン,poison,,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,50,5120,70,31,190,Trash Bag Pokémon,1000000,0.6,329,50,50,62,40,62,65,5,0,0
"['Stench', 'Weak Armor', 'Aftermath']",Garbodor,569,Dustdasダストダス,poison,,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,50,5120,70,107.3,60,Trash Heap Pokémon,1000000,1.9,474,80,95,82,60,82,75,5,0,1
['Illusion'],Zorua,570,Zoruaゾロア,dark,,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,88.1,6400,70,12.5,75,Tricky Fox Pokémon,1059860,0.7,330,40,65,40,80,40,65,5,0,0
['Illusion'],Zoroark,571,Zoroarkゾロアーク,dark,,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,88.1,5120,70,81.1,45,Illusion Fox Pokémon,1059860,1.6,510,60,105,60,120,60,105,5,0,1
"['Cute Charm', 'Technician', 'Skill Link']",Minccino,572,Chillarmyチラーミィ,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,24.6,3840,70,5.8,255,Chinchilla Pokémon,800000,0.4,300,55,50,40,40,40,75,5,0,0
"['Cute Charm', 'Technician', 'Skill Link']",Cinccino,573,Chillaccinoチラチーノ,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,24.6,3840,70,7.5,60,Scarf Pokémon,800000,0.5,470,75,95,60,65,60,115,5,0,1
"['Frisk', 'Competitive', 'Shadow Tag']",Gothita,574,Gothimuゴチム,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,24.6,5120,70,5.8,200,Fixation Pokémon,1059860,0.4,290,45,30,50,55,65,45,5,0,0
"['Frisk', 'Competitive', 'Shadow Tag']",Gothorita,575,Gothimiruゴチミル,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,24.6,5120,70,18,100,Manipulate Pokémon,1059860,0.7,390,60,45,70,75,85,55,5,0,1
"['Frisk', 'Competitive', 'Shadow Tag']",Gothitelle,576,Gothiruselleゴチルゼル,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,24.6,5120,70,44,50,Astral Body Pokémon,1059860,1.5,490,70,55,95,95,110,65,5,0,2
"['Overcoat', 'Magic Guard', 'Regenerator']",Solosis,577,Uniranユニラン,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,50,5120,70,1,200,Cell Pokémon,1059860,0.3,290,45,30,40,105,50,20,5,0,0
"['Overcoat', 'Magic Guard', 'Regenerator']",Duosion,578,Doublanダブラン,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,50,5120,70,8,100,Mitosis Pokémon,1059860,0.6,370,65,40,50,125,60,30,5,0,1
"['Overcoat', 'Magic Guard', 'Regenerator']",Reuniclus,579,Lanculusランクルス,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,50,5120,70,20.1,50,Multiplying Pokémon,1059860,1,490,110,65,75,125,85,30,5,0,2
"['Keen Eye', 'Big Pecks', 'Hydration']",Ducklett,580,Koaruhieコアルヒー,water,flying,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,50,5120,70,5.5,190,Water Bird Pokémon,1000000,0.5,305,62,44,50,44,50,55,5,0,0
"['Keen Eye', 'Big Pecks', 'Hydration']",Swanna,581,Swannaスワンナ,water,flying,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,50,5120,70,24.2,45,White Bird Pokémon,1000000,1.3,473,75,87,63,87,63,98,5,0,1
"['Ice Body', 'Snow Cloak', 'Weak Armor']",Vanillite,582,Vanipetiバニプッチ,ice,,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,5120,70,5.7,255,Fresh Snow Pokémon,1250000,0.4,305,36,50,50,65,60,44,5,0,0
"['Ice Body', 'Snow Cloak', 'Weak Armor']",Vanillish,583,Vanirichバニリッチ,ice,,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,5120,70,41,120,Icy Snow Pokémon,1250000,1.1,395,51,65,65,80,75,59,5,0,1
"['Ice Body', 'Snow Warning', 'Weak Armor']",Vanilluxe,584,Baivanillaバイバニラ,ice,,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,5120,70,57.5,45,Snowstorm Pokémon,1250000,1.3,535,71,95,85,110,95,79,5,0,2
"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",Deerling,585,Shikijikaシキジカ,normal,grass,2,1,1,0.5,1,2,2,2,0,0.5,0.5,2,1,2,1,1,1,0.5,50,5120,70,19.5,190,Season Pokémon,1000000,0.6,335,60,60,50,40,50,75,5,0,0
"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",Sawsbuck,586,Mebukijikaメブキジカ,normal,grass,2,1,1,0.5,1,2,2,2,0,0.5,0.5,2,1,2,1,1,1,0.5,50,5120,70,92.5,75,Season Pokémon,1000000,1.9,475,80,100,70,60,70,95,5,0,1
"['Static', 'Motor Drive']",Emolga,587,Emongaエモンガ,electric,flying,0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,50,5120,70,5,200,Sky Squirrel Pokémon,1000000,0.4,428,55,75,60,75,60,103,5,0,0
"['Swarm', 'Shed Skin', 'No Guard']",Karrablast,588,Kaburumoカブルモ,bug,,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,50,3840,70,5.9,200,Clamping Pokémon,1000000,0.5,315,50,75,45,40,45,60,5,0,0
"['Swarm', 'Shell Armor', 'Overcoat']",Escavalier,589,Chevargoシュバルゴ,bug,steel,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,50,3840,70,33,75,Cavalry Pokémon,1000000,1,495,70,135,105,60,105,20,5,0,1
"['Effect Spore', 'Regenerator']",Foongus,590,Tamagetakeタマゲタケ,grass,poison,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,50,5120,70,1,190,Mushroom Pokémon,1000000,0.2,294,69,55,45,55,55,15,5,0,0
